"new_GID","PLOT.ID","rows","ranges","Block","Rep","Trt","year","genotype","note","Group","Calibration","ASD","CHL"
"BGEM-0090-N_LN","3178","28","4","1","2","LN","2022","BGEM-0090-N","BGEM_Short_late","Inbred","0","1",325.677897855247
"BGEM-0091-N X B73_HN","4448","48","9","1","2","HN","2022","BGEM-0091-N X B73","Hybrid","Hybrid","0","1",444.784000026933
"BGEM-0091-N X B73_LN","3376","26","8","1","2","LN","2022","BGEM-0091-N X B73","Hybrid","Hybrid","0","2",311.504988172081
"BGEM-0091-N_HN","4284","34","6","1","2","HN","2022","BGEM-0091-N","BGEM_Tall_early","Inbred","0","2",293.252620215319
"BGEM-0091-N_LN","3072","22","2","4","2","LN","2022","BGEM-0091-N","BGEM_Tall_early","Inbred","0","1",304.603547256441
"BGEM-0092-S X Mo17_HN","4505","5","11","4","2","HN","2022","BGEM-0092-S X Mo17","Hybrid","Hybrid","0","2",419.32086192145
"BGEM-0092-S X Mo17_LN","3510","10","11","1","2","LN","2022","BGEM-0092-S X Mo17","Hybrid","Hybrid","0","2",349.230704336081
"BGEM-0092-S_HN","4199","49","4","4","2","HN","2022","BGEM-0092-S","BGEM_Tall_early","Inbred",NA,NA,421.245161281727
"BGEM-0092-S_LN","3012","12","1","1","2","LN","2022","BGEM-0092-S","BGEM_Tall_early","Inbred","0","1",347.658548576447
"BGEM-0094-S X Mo17_HN","4526","26","11","4","2","HN","2022","BGEM-0094-S X Mo17","Hybrid","Hybrid","0","2",466.622284038053
"BGEM-0094-S X Mo17_LN","3561","11","12","1","2","LN","2022","BGEM-0094-S X Mo17","Hybrid","Hybrid","0","2",278.18046219627
"BGEM-0094-S_HN","4303","3","7","1","2","HN","2022","BGEM-0094-S","BGEM_Short_early","Inbred","1","1.5",428.478668293251
"BGEM-0094-S_LN","3328","28","7","4","2","LN","2022","BGEM-0094-S","BGEM_Short_early","Inbred","0","2",340.186439600934
"BGEM-0095-S_HN","4311","11","7","4","2","HN","2022","BGEM-0095-S","BGEM_Short_early","Inbred","1","1.5",436.263789300965
"BGEM-0095-S_LN","3336","36","7","4","2","LN","2022","BGEM-0095-S","BGEM_Short_early","Inbred","0","1",381.674699174668
"BGEM-0097-S_HN","4156","6","4","4","2","HN","2022","BGEM-0097-S","BGEM_Short_late","Inbred","0","1",414.780058172786
"BGEM-0097-S_LN","3181","31","4","4","2","LN","2022","BGEM-0097-S","BGEM_Short_late","Inbred","0","1",362.712987763445
"BGEM-0098-S X Mo17_HN","4462","12","10","1","2","HN","2022","BGEM-0098-S X Mo17","Hybrid","Hybrid","0","2",480.242999758865
"BGEM-0098-S X Mo17_LN","3474","24","10","4","2","LN","2022","BGEM-0098-S X Mo17","Hybrid","Hybrid","0","2",328.624439987481
"BGEM-0098-S_HN","4349","49","7","4","2","HN","2022","BGEM-0098-S","BGEM_Tall_early","Inbred","0","2",423.677291181521
"BGEM-0098-S_LN","3162","12","4","1","2","LN","2022","BGEM-0098-S","BGEM_Tall_early","Inbred","0","1",352.744136087897
"BGEM-0099-S_HN","4213","13","5","4","2","HN","2022","BGEM-0099-S","BGEM_Short_early","Inbred","0","1",419.80148593033
"BGEM-0099-S_LN","3238","38","5","1","2","LN","2022","BGEM-0099-S","BGEM_Short_early","Inbred","0","1",419.160194660712
"BGEM-0100-S_HN","4152","2","4","4","2","HN","2022","BGEM-0100-S","BGEM_Short_late","Inbred","0","2",387.271832595558
"BGEM-0100-S_LN","3177","27","4","4","2","LN","2022","BGEM-0100-S","BGEM_Short_late","Inbred","0","1",323.399796865977
"BGEM-0101-S X Mo17_HN","4525","25","11","4","2","HN","2022","BGEM-0101-S X Mo17","Hybrid","Hybrid","0","2",470.410986306802
"BGEM-0101-S X Mo17_LN","3555","5","12","1","2","LN","2022","BGEM-0101-S X Mo17","Hybrid","Hybrid","0","2",316.821904948338
"BGEM-0101-S_HN","4105","5","3","4","2","HN","2022","BGEM-0101-S","BGEM_Short_late","Inbred","0","2",430.187617124667
"BGEM-0101-S_LN","3130","30","3","1","2","LN","2022","BGEM-0101-S","BGEM_Short_late","Inbred","0","2",355.232757905402
"BGEM-0102-N X B73_HN","4380","30","8","1","2","HN","2022","BGEM-0102-N X B73","Hybrid","Hybrid","0","1",464.49817148667
"BGEM-0102-N X B73_LN","3409","9","9","4","2","LN","2022","BGEM-0102-N X B73","Hybrid","Hybrid","0","2",324.065280737373
"BGEM-0102-N_HN","4025","25","1","4","2","HN","2022","BGEM-0102-N","BGEM_Short_late","Inbred","0","2",399.049565884894
"BGEM-0102-N_LN","3050","50","1","1","2","LN","2022","BGEM-0102-N","BGEM_Short_late","Inbred","0","2",335.318040597816
"BGEM-0103-N X B73_HN","4368","18","8","4","2","HN","2022","BGEM-0103-N X B73","Hybrid","Hybrid","0","1",430.26673320819
"BGEM-0103-N X B73_LN","3423","23","9","4","2","LN","2022","BGEM-0103-N X B73","Hybrid","Hybrid","0","2",300.215039902334
"BGEM-0103-N_HN","4036","36","1","4","2","HN","2022","BGEM-0103-N","BGEM_Tall_late","Inbred","0","2",348.975482611468
"BGEM-0103-N_LN","3174","24","4","1","2","LN","2022","BGEM-0103-N","BGEM_Tall_late","Inbred","0","2",280.5843265727
"BGEM-0105-N X B73_HN","4383","33","8","1","2","HN","2022","BGEM-0105-N X B73","Hybrid","Hybrid","0","1",502.706719182636
"BGEM-0105-N X B73_LN","3422","22","9","4","2","LN","2022","BGEM-0105-N X B73","Hybrid","Hybrid","0","2",287.497177652986
"BGEM-0105-N_HN","4342","42","7","1","2","HN","2022","BGEM-0105-N","BGEM_Tall_early","Inbred","0","2",440.843801791763
"BGEM-0105-N_LN","3155","5","4","1","2","LN","2022","BGEM-0105-N","BGEM_Tall_early","Inbred","0","2",325.755017724309
"BGEM-0106-N_HN","4043","43","1","1","2","HN","2022","BGEM-0106-N","BGEM_Tall_late","Inbred","0","2",370.099019101157
"BGEM-0106-N_LN","3206","6","5","4","2","LN","2022","BGEM-0106-N","BGEM_Tall_late","Inbred","0","2",324.008049516932
"BGEM-0107-N X B73_HN","4421","21","9","4","2","HN","2022","BGEM-0107-N X B73","Hybrid","Hybrid","0","1",491.48263928218
"BGEM-0107-N X B73_LN","3428","28","9","4","2","LN","2022","BGEM-0107-N X B73","Hybrid","Hybrid","0","2",314.555811363206
"BGEM-0107-N_HN","4061","11","2","4","2","HN","2022","BGEM-0107-N","BGEM_Short_late","Inbred","0","2",391.371446595147
"BGEM-0107-N_LN","3086","36","2","4","2","LN","2022","BGEM-0107-N","BGEM_Short_late","Inbred","0","2",374.782026228006
"BGEM-0108-S X Mo17_HN","4521","21","11","1","2","HN","2022","BGEM-0108-S X Mo17","Hybrid","Hybrid","0","1",489.767853364146
"BGEM-0108-S X Mo17_LN","3558","8","12","1","2","LN","2022","BGEM-0108-S X Mo17","Hybrid","Hybrid","0","2",331.597954977278
"BGEM-0108-S_HN","4121","21","3","1","2","HN","2022","BGEM-0108-S","BGEM_Short_late","Inbred","0","1",367.973835184002
"BGEM-0108-S_LN","3146","46","3","4","2","LN","2022","BGEM-0108-S","BGEM_Short_late","Inbred","0","2",312.251044518226
"BGEM-0109-N X B73_HN","4446","46","9","4","2","HN","2022","BGEM-0109-N X B73","Hybrid","Hybrid","0","1",488.202210319316
"BGEM-0109-N X B73_LN","3397","47","8","1","2","LN","2022","BGEM-0109-N X B73","Hybrid","Hybrid","0","2",309.30341117696
"BGEM-0109-N_HN","4207","7","5","1","2","HN","2022","BGEM-0109-N","BGEM_Short_early","Inbred","0","2",380.204200517283
"BGEM-0109-N_LN","3232","32","5","4","2","LN","2022","BGEM-0109-N","BGEM_Short_early","Inbred","0","1",348.899915286346
"BGEM-0110-N X B73_HN","4381","31","8","4","2","HN","2022","BGEM-0110-N X B73","Hybrid","Hybrid","0","1",499.712057287265
"BGEM-0110-N X B73_LN","3435","35","9","4","2","LN","2022","BGEM-0110-N X B73","Hybrid","Hybrid","0","2",336.400348094736
"BGEM-0110-N_HN","4298","48","6","4","2","HN","2022","BGEM-0110-N","BGEM_Tall_early","Inbred","0","2",408.111939219584
"BGEM-0110-N_LN","3111","11","3","1","2","LN","2022","BGEM-0110-N","BGEM_Tall_early","Inbred","0","2",405.185045884067
"BGEM-0111-S X Mo17_HN","4517","17","11","4","2","HN","2022","BGEM-0111-S X Mo17","Hybrid","Hybrid","0","1",511.869193317991
"BGEM-0111-S X Mo17_LN","3568","18","12","4","2","LN","2022","BGEM-0111-S X Mo17","Hybrid","Hybrid","0","2",332.14479798007
"BGEM-0111-S_HN","4270","20","6","1","2","HN","2022","BGEM-0111-S","BGEM_Short_early","Inbred","0","2",515.182952196165
"BGEM-0111-S_LN","3295","45","6","1","2","LN","2022","BGEM-0111-S","BGEM_Short_early","Inbred","0","1",375.982705074558
"BGEM-0112-S X Mo17_HN","4591","41","12","4","2","HN","2022","BGEM-0112-S X Mo17","Hybrid","Hybrid","0","1",506.553291168358
"BGEM-0112-S X Mo17_LN","3537","37","11","1","2","LN","2022","BGEM-0112-S X Mo17","Hybrid","Hybrid","0","2",298.20373230601
"BGEM-0112-S_HN","4262","12","6","1","2","HN","2022","BGEM-0112-S","BGEM_Short_early","Inbred","0","1",504.260147095464
"BGEM-0112-S_LN","3287","37","6","1","2","LN","2022","BGEM-0112-S","BGEM_Short_early","Inbred","0","1",376.410742428397
"BGEM-0113-S X Mo17_HN","4553","3","12","1","2","HN","2022","BGEM-0113-S X Mo17","Hybrid","Hybrid","0","2",525.538626284221
"BGEM-0113-S X Mo17_LN","3577","27","12","4","2","LN","2022","BGEM-0113-S X Mo17","Hybrid","Hybrid","1","1.5",347.698202229912
"BGEM-0113-S_HN","4167","17","4","1","2","HN","2022","BGEM-0113-S","BGEM_Short_early","Inbred","0","2",494.718340253042
"BGEM-0113-S_LN","3192","42","4","4","2","LN","2022","BGEM-0113-S","BGEM_Short_early","Inbred","0","1",312.978681874215
"BGEM-0114-S X Mo17_HN","4465","15","10","4","2","HN","2022","BGEM-0114-S X Mo17","Hybrid","Hybrid","0","1",510.551971319089
"BGEM-0114-S X Mo17_LN","3587","37","12","1","2","LN","2022","BGEM-0114-S X Mo17","Hybrid","Hybrid","0","1",354.969281583627
"BGEM-0114-S_HN","4209","9","5","1","2","HN","2022","BGEM-0114-S","BGEM_Short_early","Inbred","0","2",450.097541353013
"BGEM-0114-S_LN","3234","34","5","1","2","LN","2022","BGEM-0114-S","BGEM_Short_early","Inbred","0","1",408.059971579711
"BGEM-0115-S X Mo17_HN","4485","35","10","1","2","HN","2022","BGEM-0115-S X Mo17","Hybrid","Hybrid","0","2",499.170644196067
"BGEM-0115-S X Mo17_LN","3486","36","10","1","2","LN","2022","BGEM-0115-S X Mo17","Hybrid","Hybrid","0","1",342.348253343413
"BGEM-0115-S_HN","4323","23","7","1","2","HN","2022","BGEM-0115-S","BGEM_Short_early","Inbred","0","1",489.435753954626
"BGEM-0115-S_LN","3348","48","7","4","2","LN","2022","BGEM-0115-S","BGEM_Short_early","Inbred","0","1",372.952312287058
"BGEM-0116-S X Mo17_HN","4487","37","10","4","2","HN","2022","BGEM-0116-S X Mo17","Hybrid","Hybrid","0","2",510.421492407604
"BGEM-0116-S X Mo17_LN","3539","39","11","1","2","LN","2022","BGEM-0116-S X Mo17","Hybrid","Hybrid","0","2",322.047363056939
"BGEM-0116-S_HN","4317","17","7","1","2","HN","2022","BGEM-0116-S","BGEM_Short_early","Inbred","0","2",493.634104382076
"BGEM-0116-S_LN","3342","42","7","1","2","LN","2022","BGEM-0116-S","BGEM_Short_early","Inbred","0","2",401.659564132296
"BGEM-0117-S X Mo17_HN","4453","3","10","4","2","HN","2022","BGEM-0117-S X Mo17","Hybrid","Hybrid","0","1",512.524431233794
"BGEM-0117-S X Mo17_LN","3490","40","10","1","2","LN","2022","BGEM-0117-S X Mo17","Hybrid","Hybrid","0","2",318.605156257308
"BGEM-0117-S_HN","4225","25","5","1","2","HN","2022","BGEM-0117-S","BGEM_Short_early","Inbred","0","1",486.32180193806
"BGEM-0117-S_LN","3250","50","5","4","2","LN","2022","BGEM-0117-S","BGEM_Short_early","Inbred","0","1",464.835451813917
"BGEM-0118-S X Mo17_HN","4558","8","12","1","2","HN","2022","BGEM-0118-S X Mo17","Hybrid","Hybrid","0","2",505.057687447294
"BGEM-0118-S X Mo17_LN","3564","14","12","4","2","LN","2022","BGEM-0118-S X Mo17","Hybrid","Hybrid","0","2",312.02604215985
"BGEM-0118-S_HN","4175","25","4","4","2","HN","2022","BGEM-0118-S","BGEM_Short_early","Inbred","0","1",467.332580515993
"BGEM-0118-S_LN","3200","50","4","4","2","LN","2022","BGEM-0118-S","BGEM_Short_early","Inbred","0","1",441.512275107013
"BGEM-0120-N_HN","4007","7","1","4","2","HN","2022","BGEM-0120-N","BGEM_Short_late","Inbred","0","2",418.537350638313
"BGEM-0120-N_LN","3032","32","1","1","2","LN","2022","BGEM-0120-N","BGEM_Short_late","Inbred","0","1",381.151162970875
"BGEM-0121-N X B73_HN","4407","7","9","1","2","HN","2022","BGEM-0121-N X B73","Hybrid","Hybrid","0","1",405.23849012783
"BGEM-0121-N X B73_LN","3412","12","9","4","2","LN","2022","BGEM-0121-N X B73","Hybrid","Hybrid","0","2",347.370729437359
"BGEM-0121-N_HN","4177","27","4","1","2","HN","2022","BGEM-0121-N","BGEM_Tall_late","Inbred","0","2",300.330919250814
"BGEM-0121-N_LN","3315","15","7","4","2","LN","2022","BGEM-0121-N","BGEM_Tall_late","Inbred","0","1",274.649221893205
"BGEM-0122-N X B73_HN","4393","43","8","4","2","HN","2022","BGEM-0122-N X B73","Hybrid","Hybrid","0","1",406.631965712214
"BGEM-0122-N X B73_LN","3404","4","9","1","2","LN","2022","BGEM-0122-N X B73","Hybrid","Hybrid","0","1",291.796484589232
"BGEM-0122-N_HN","4236","36","5","4","2","HN","2022","BGEM-0122-N","BGEM_Tall_early","Inbred","0","2",336.373384179683
"BGEM-0122-N_LN","3024","24","1","1","2","LN","2022","BGEM-0122-N","BGEM_Tall_early","Inbred","0","1",306.076556395652
"BGEM-0123-N X B73_HN","4433","33","9","4","2","HN","2022","BGEM-0123-N X B73","Hybrid","Hybrid","0","1",459.997202528536
"BGEM-0123-N X B73_LN","3418","18","9","4","2","LN","2022","BGEM-0123-N X B73","Hybrid","Hybrid","0","1",317.624530753542
"BGEM-0123-N_HN","4223","23","5","1","2","HN","2022","BGEM-0123-N","BGEM_Short_early","Inbred","0","1",362.815300130962
"BGEM-0123-N_LN","3248","48","5","4","2","LN","2022","BGEM-0123-N","BGEM_Short_early","Inbred","0","1",280.301919526961
"BGEM-0124-N X B73_HN","4363","13","8","1","2","HN","2022","BGEM-0124-N X B73","Hybrid","Hybrid","0","2",492.171970576914
"BGEM-0124-N X B73_LN","3393","43","8","4","2","LN","2022","BGEM-0124-N X B73","Hybrid","Hybrid","0","1",349.943545107013
"BGEM-0124-N_HN","4141","41","3","1","2","HN","2022","BGEM-0124-N","BGEM_Tall_late","Inbred","0","1",416.011657131922
"BGEM-0124-N_LN","3304","4","7","1","2","LN","2022","BGEM-0124-N","BGEM_Tall_late","Inbred","0","1",336.476096113388
"BGEM-0125-N X B73_HN","4401","1","9","4","2","HN","2022","BGEM-0125-N X B73","Hybrid","Hybrid","0","2",474.306791154242
"BGEM-0125-N X B73_LN","3385","35","8","1","2","LN","2022","BGEM-0125-N X B73","Hybrid","Hybrid","0","2",316.150301074126
"BGEM-0125-N_HN","4197","47","4","4","2","HN","2022","BGEM-0125-N","BGEM_Tall_early","Inbred","0","2",366.95077083146
"BGEM-0125-N_LN","3010","10","1","4","2","LN","2022","BGEM-0125-N","BGEM_Tall_early","Inbred","0","1",306.80948359983
"BGEM-0126-N X B73_HN","4429","29","9","1","2","HN","2022","BGEM-0126-N X B73","Hybrid","Hybrid","0","1",450.160796903325
"BGEM-0126-N X B73_LN","3401","1","9","1","2","LN","2022","BGEM-0126-N X B73","Hybrid","Hybrid","0","2",394.742976008106
"BGEM-0126-N_HN","4340","40","7","4","2","HN","2022","BGEM-0126-N","BGEM_Tall_early","Inbred","0","2",356.136085531987
"BGEM-0126-N_LN","3153","3","4","1","2","LN","2022","BGEM-0126-N","BGEM_Tall_early","Inbred","0","2",311.578294581939
"BGEM-0127-N X B73_HN","4376","26","8","1","2","HN","2022","BGEM-0127-N X B73","Hybrid","Hybrid","0","1",484.000365477105
"BGEM-0127-N X B73_LN","3451","1","10","4","2","LN","2022","BGEM-0127-N X B73","Hybrid","Hybrid","0","1",396.636803863579
"BGEM-0127-N_HN","4249","49","5","4","2","HN","2022","BGEM-0127-N","BGEM_Tall_early","Inbred",NA,NA,338.524171605131
"BGEM-0127-N_LN","3062","12","2","1","2","LN","2022","BGEM-0127-N","BGEM_Tall_early","Inbred","0","1",307.605628020988
"BGEM-0129-N X B73_HN","4365","15","8","1","2","HN","2022","BGEM-0129-N X B73","Hybrid","Hybrid",NA,NA,467.733732140146
"BGEM-0129-N X B73_LN","3383","33","8","4","2","LN","2022","BGEM-0129-N X B73","Hybrid","Hybrid","0","2",368.439949487506
"BGEM-0129-N_HN","4273","23","6","1","2","HN","2022","BGEM-0129-N","BGEM_Short_early","Inbred","0","2",417.198435242712
"BGEM-0129-N_LN","3298","48","6","4","2","LN","2022","BGEM-0129-N","BGEM_Short_early","Inbred","0","2",333.437571637152
"BGEM-0130-N X B73_HN","4406","6","9","1","2","HN","2022","BGEM-0130-N X B73","Hybrid","Hybrid","0","1",491.305422306349
"BGEM-0130-N X B73_LN","3370","20","8","1","2","LN","2022","BGEM-0130-N X B73","Hybrid","Hybrid","0","2",326.253125373663
"BGEM-0130-N_HN","4241","41","5","4","2","HN","2022","BGEM-0130-N","BGEM_Tall_early","Inbred","0","2",338.035085858966
"BGEM-0130-N_LN","3054","4","2","4","2","LN","2022","BGEM-0130-N","BGEM_Tall_early","Inbred","0","1",323.890576954384
"BGEM-0131-N X B73_HN","4364","14","8","1","2","HN","2022","BGEM-0131-N X B73","Hybrid","Hybrid","0","2",481.560497479587
"BGEM-0131-N X B73_LN","3391","41","8","4","2","LN","2022","BGEM-0131-N X B73","Hybrid","Hybrid","0","1",356.145109528732
"BGEM-0131-N_HN","4135","35","3","1","2","HN","2022","BGEM-0131-N","BGEM_Tall_late","Inbred","0","1",439.250335844859
"BGEM-0131-N_LN","3273","23","6","4","2","LN","2022","BGEM-0131-N","BGEM_Tall_late","Inbred","0","1",353.839773871942
"BGEM-0133-S_HN","4348","48","7","1","2","HN","2022","BGEM-0133-S","BGEM_Tall_early","Inbred","0","2",429.917130620752
"BGEM-0133-S_LN","3161","11","4","4","2","LN","2022","BGEM-0133-S","BGEM_Tall_early","Inbred","1","1.5",369.465255874818
"BGEM-0134-S X Mo17_HN","4568","18","12","1","2","HN","2022","BGEM-0134-S X Mo17","Hybrid","Hybrid","0","1",481.578026071245
"BGEM-0134-S X Mo17_LN","3468","18","10","1","2","LN","2022","BGEM-0134-S X Mo17","Hybrid","Hybrid","0","1",317.222876829752
"BGEM-0134-S_HN","4096","46","2","4","2","HN","2022","BGEM-0134-S","BGEM_Tall_late","Inbred","0","1",389.337550267913
"BGEM-0134-S_LN","3259","9","6","4","2","LN","2022","BGEM-0134-S","BGEM_Tall_late","Inbred","0","2",293.679822958908
"BGEM-0136-S X Mo17_HN","4577","27","12","1","2","HN","2022","BGEM-0136-S X Mo17","Hybrid","Hybrid","0","1",522.996703583676
"BGEM-0136-S X Mo17_LN","3497","47","10","1","2","LN","2022","BGEM-0136-S X Mo17","Hybrid","Hybrid","0","2",376.431698176314
"BGEM-0136-S_HN","4172","22","4","1","2","HN","2022","BGEM-0136-S","BGEM_Short_early","Inbred","0","1",440.145806317384
"BGEM-0136-S_LN","3197","47","4","4","2","LN","2022","BGEM-0136-S","BGEM_Short_early","Inbred","0","1",343.199884400274
"BGEM-0137-S X Mo17_HN","4463","13","10","1","2","HN","2022","BGEM-0137-S X Mo17","Hybrid","Hybrid","0","2",507.002693106459
"BGEM-0137-S X Mo17_LN","3552","2","12","4","2","LN","2022","BGEM-0137-S X Mo17","Hybrid","Hybrid","0","2",354.849948629393
"BGEM-0137-S_HN","4266","16","6","1","2","HN","2022","BGEM-0137-S","BGEM_Short_early","Inbred","0","1",384.696609917561
"BGEM-0137-S_LN","3291","41","6","4","2","LN","2022","BGEM-0137-S","BGEM_Short_early","Inbred","0","1",391.058911298036
"BGEM-0138-S_HN","4247","47","5","1","2","HN","2022","BGEM-0138-S","BGEM_Tall_early","Inbred","0","2",481.91580377008
"BGEM-0138-S_LN","3060","10","2","4","2","LN","2022","BGEM-0138-S","BGEM_Tall_early","Inbred","0","1",403.841779999224
"BGEM-0140-N X B73_HN","4361","11","8","4","2","HN","2022","BGEM-0140-N X B73","Hybrid","Hybrid","0","2",445.285457767985
"BGEM-0140-N X B73_LN","3427","27","9","1","2","LN","2022","BGEM-0140-N X B73","Hybrid","Hybrid","0","1",320.948424232593
"BGEM-0140-N_HN","4168","18","4","1","2","HN","2022","BGEM-0140-N","BGEM_Short_early","Inbred","0","2",305.766455636856
"BGEM-0140-N_LN","3193","43","4","4","2","LN","2022","BGEM-0140-N","BGEM_Short_early","Inbred","0","1",269.78665182948
"BGEM-0141-N X B73_HN","4447","47","9","1","2","HN","2022","BGEM-0141-N X B73","Hybrid","Hybrid","0","1",493.488510380987
"BGEM-0141-N X B73_LN","3417","17","9","4","2","LN","2022","BGEM-0141-N X B73","Hybrid","Hybrid","0","1",294.925146214828
"BGEM-0141-N_HN","4322","22","7","4","2","HN","2022","BGEM-0141-N","BGEM_Short_early","Inbred","0","2",383.328108979506
"BGEM-0141-N_LN","3347","47","7","1","2","LN","2022","BGEM-0141-N","BGEM_Short_early","Inbred","0","1",368.526128295642
"BGEM-0143-N X B73_HN","4417","17","9","4","2","HN","2022","BGEM-0143-N X B73","Hybrid","Hybrid","0","2",494.198948169326
"BGEM-0143-N X B73_LN","3424","24","9","1","2","LN","2022","BGEM-0143-N X B73","Hybrid","Hybrid","0","2",310.385612132704
"BGEM-0143-N_HN","4291","41","6","4","2","HN","2022","BGEM-0143-N","BGEM_Tall_early","Inbred","0","1",378.448108190422
"BGEM-0143-N_LN","3104","4","3","1","2","LN","2022","BGEM-0143-N","BGEM_Tall_early","Inbred","0","1",344.218398877635
"BGEM-0144-N X B73_HN","4427","27","9","4","2","HN","2022","BGEM-0144-N X B73","Hybrid","Hybrid","0","1",401.939341424058
"BGEM-0144-N X B73_LN","3442","42","9","4","2","LN","2022","BGEM-0144-N X B73","Hybrid","Hybrid","0","2",328.536077294136
"BGEM-0144-N_HN","4189","39","4","4","2","HN","2022","BGEM-0144-N","BGEM_Tall_early","Inbred","0","1",394.689849949109
"BGEM-0144-N_LN","3002","2","1","4","2","LN","2022","BGEM-0144-N","BGEM_Tall_early","Inbred","0","1",305.747575247477
"BGEM-0145-N X B73_LN","3363","13","8","1","2","LN","2022","BGEM-0145-N X B73","Hybrid","Hybrid","0","2",380.062090292161
"BGEM-0145-N_HN","4234","34","5","4","2","HN","2022","BGEM-0145-N","BGEM_Tall_early","Inbred","0","2",323.212025261304
"BGEM-0145-N_LN","3022","22","1","1","2","LN","2022","BGEM-0145-N","BGEM_Tall_early","Inbred","0","1",293.667357923762
"BGEM-0146-N_HN","4239","39","5","1","2","HN","2022","BGEM-0146-N","BGEM_Tall_early","Inbred","0","2",286.886311149523
"BGEM-0146-N_LN","3052","2","2","1","2","LN","2022","BGEM-0146-N","BGEM_Tall_early","Inbred","0","2",378.194575438179
"BGEM-0147-S X Mo17_HN","4574","24","12","4","2","HN","2022","BGEM-0147-S X Mo17","Hybrid","Hybrid","0","1",488.446703483135
"BGEM-0147-S X Mo17_LN","3551","1","12","4","2","LN","2022","BGEM-0147-S X Mo17","Hybrid","Hybrid","0","2",351.903050002801
"BGEM-0147-S_HN","4299","49","6","4","2","HN","2022","BGEM-0147-S","BGEM_Tall_early","Inbred","0","2",352.305949481768
"BGEM-0147-S_LN","3112","12","3","4","2","LN","2022","BGEM-0147-S","BGEM_Tall_early","Inbred","0","2",334.524719588159
"BGEM-0148-S X Mo17_HN","4501","1","11","1","2","HN","2022","BGEM-0148-S X Mo17","Hybrid","Hybrid","0","2",474.979705037756
"BGEM-0148-S X Mo17_LN","3513","13","11","4","2","LN","2022","BGEM-0148-S X Mo17","Hybrid","Hybrid","0","1",354.341307700683
"BGEM-0148-S_HN","4227","27","5","4","2","HN","2022","BGEM-0148-S","BGEM_Tall_early","Inbred","0","1",327.984150850508
"BGEM-0148-S_LN","3015","15","1","4","2","LN","2022","BGEM-0148-S","BGEM_Tall_early","Inbred","0","1",340.568485532351
"BGEM-0149-S_HN","4321","21","7","1","2","HN","2022","BGEM-0149-S","BGEM_Short_early","Inbred","0","2",433.115047330737
"BGEM-0149-S_LN","3346","46","7","4","2","LN","2022","BGEM-0149-S","BGEM_Short_early","Inbred","0","2",317.380749564578
"BGEM-0150-S_HN","4314","14","7","1","2","HN","2022","BGEM-0150-S","BGEM_Short_early","Inbred","0","2",471.950547957612
"BGEM-0150-S_LN","3339","39","7","1","2","LN","2022","BGEM-0150-S","BGEM_Short_early","Inbred","0","1",302.642147705718
"BGEM-0151-N X B73_HN","4359","9","8","4","2","HN","2022","BGEM-0151-N X B73","Hybrid","Hybrid","0","2",458.210078334624
"BGEM-0151-N X B73_LN","3447","47","9","1","2","LN","2022","BGEM-0151-N X B73","Hybrid","Hybrid","0","2",336.442960429033
"BGEM-0151-N_HN","4102","2","3","1","2","HN","2022","BGEM-0151-N","BGEM_Short_late","Inbred","0","2",389.973717136493
"BGEM-0151-N_LN","3127","27","3","4","2","LN","2022","BGEM-0151-N","BGEM_Short_late","Inbred","0","2",314.568880028274
"BGEM-0152-N X B73_HN","4435","35","9","4","2","HN","2022","BGEM-0152-N X B73","Hybrid","Hybrid","0","1",461.959593270541
"BGEM-0152-N X B73_LN","3365","15","8","4","2","LN","2022","BGEM-0152-N X B73","Hybrid","Hybrid","0","2",302.42115156314
"BGEM-0152-N_HN","4035","35","1","4","2","HN","2022","BGEM-0152-N","BGEM_Tall_late","Inbred","0","2",411.486170955315
"BGEM-0152-N_LN","3173","23","4","1","2","LN","2022","BGEM-0152-N","BGEM_Tall_late","Inbred","0","2",294.156425390703
"BGEM-0153-S X Mo17_HN","4573","23","12","1","2","HN","2022","BGEM-0153-S X Mo17","Hybrid","Hybrid","0","1",490.282527600841
"BGEM-0153-S X Mo17_LN","3495","45","10","1","2","LN","2022","BGEM-0153-S X Mo17","Hybrid","Hybrid","0","1",283.063918039096
"BGEM-0153-S_HN","4160","10","4","4","2","HN","2022","BGEM-0153-S","BGEM_Short_late","Inbred","0","1",389.963781412251
"BGEM-0153-S_LN","3185","35","4","1","2","LN","2022","BGEM-0153-S","BGEM_Short_late","Inbred","0","1",309.634681101923
"BGEM-0154-S X Mo17_HN","4575","25","12","1","2","HN","2022","BGEM-0154-S X Mo17","Hybrid","Hybrid","0","1",479.756328592862
"BGEM-0154-S X Mo17_LN","3520","20","11","3","2","LN","2022","BGEM-0154-S X Mo17","Hybrid","Hybrid","0","2",310.260893858755
"BGEM-0154-S_HN","4264","14","6","3","2","HN","2022","BGEM-0154-S","BGEM_Short_early","Inbred","0","1",413.832960399748
"BGEM-0154-S_LN","3289","39","6","3","2","LN","2022","BGEM-0154-S","BGEM_Short_early","Inbred","0","1",284.501282744647
"BGEM-0155-S_HN","4133","33","3","3","2","HN","2022","BGEM-0155-S","BGEM_Tall_late","Inbred","0","1",412.153935112505
"BGEM-0155-S_LN","3271","21","6","2","2","LN","2022","BGEM-0155-S","BGEM_Tall_late","Inbred","0","1",397.698729078741
