"genotype","PLOT.ID","rows","ranges","Block","Rep","Trt","year","note","Calibration","ASD","CHL"
"Mo17","4412","12","9","4","2","HN","2022","Hybrid","0","2",386.755453794463
"MO17","4335","35","7","4","2","HN","2022","BGEM_Tall_early","0","1",409.070473548542
"MO17","1098","48","2","1","1","HN","2022","BGEM_Short_early","0","1",409.070473548542
"MO17","4294","44","6","4","2","HN","2022","BGEM_Tall_early","0","2",409.070473548542
"MO17","1171","21","4","1","1","HN","2022","BGEM_Tall_early","0","1",409.070473548542
"MO17","4325","25","7","4","2","HN","2022","BGEM_Short_early","0","1",409.070473548542
"MO17","1049","49","1","1","1","HN","2022","BGEM_Short_early","0","1",409.070473548542
"MO17","4106","6","3","4","2","HN","2022","BGEM_Short_late","0","2",409.070473548542
"MO17","1016","16","1","1","1","HN","2022","BGEM_Tall_late","0","2",409.070473548542
"MO17","1220","20","5","1","1","HN","2022","BGEM_Tall_early","0","1",409.070473548542
"MO17","4024","24","1","4","2","HN","2022","BGEM_Short_late","0","2",409.070473548542
"MO17","1285","35","6","1","1","HN","2022","BGEM_Short_late","0","1",409.070473548542
"MO17","4212","12","5","4","2","HN","2022","BGEM_Short_early","0","1",409.070473548542
"MO17","4041","41","1","4","2","HN","2022","BGEM_Tall_late","0","1",409.070473548542
"MO17","1318","18","7","1","1","HN","2022","BGEM_Tall_early","0","1",409.070473548542
"MO17","4350","50","7","4","2","HN","2022","BGEM_Tall_early","0","2",409.070473548542
"MO17","1236","36","5","1","1","HN","2022","BGEM_Short_late","0","1",409.070473548542
"MO17","4139","39","3","4","2","HN","2022","BGEM_Tall_late","0","1",409.070473548542
"MO17","1147","47","3","1","1","HN","2022","BGEM_Short_early","0","1",409.070473548542
"MO17","1065","15","2","1","1","HN","2022","BGEM_Tall_late","0","2",409.070473548542
"MO17","4278","28","6","4","2","HN","2022","BGEM_Tall_early","0","1",409.070473548542
"MO17","4196","46","4","4","2","HN","2022","BGEM_Tall_early","0","2",409.070473548542
"MO17","4090","40","2","4","2","HN","2022","BGEM_Tall_late","0","2",409.070473548542
"MO17","1326","26","7","1","1","HN","2022","BGEM_Short_late","0","1",409.070473548542
"MO17","4310","10","7","4","2","HN","2022","BGEM_Short_early","0","2",409.070473548542
"MO17","4229","29","5","4","2","HN","2022","BGEM_Tall_early","0","2",409.070473548542
"MO17","1302","2","7","1","1","HN","2022","BGEM_Tall_early","0","1",409.070473548542
"MO17","4122","22","3","4","2","HN","2022","BGEM_Short_late","0","1",409.070473548542
"MO17","4245","45","5","4","2","HN","2022","BGEM_Tall_early","0","2",409.070473548542
"MO17","1253","3","6","1","1","HN","2022","BGEM_Tall_early","0","1",409.070473548542
"MO17","4073","23","2","4","2","HN","2022","BGEM_Short_late","0","1",409.070473548542
"MO17","4261","11","6","4","2","HN","2022","BGEM_Short_early","0","1",409.070473548542
"MO17","1082","32","2","1","1","HN","2022","BGEM_Short_early","0","2",409.070473548542
"MO17","1269","19","6","1","1","HN","2022","BGEM_Tall_early","0","2",409.070473548542
"MO17","1033","33","1","1","1","HN","2022","BGEM_Short_early","0","2",409.070473548542
"MO17","4171","21","4","4","2","HN","2022","BGEM_Short_early","0","1",409.070473548542
"MO17","1204","4","5","1","1","HN","2022","BGEM_Tall_early","0","2",409.070473548542
"MO17","1114","14","3","1","1","HN","2022","BGEM_Tall_late","0","1",409.070473548542
"MO17","1162","12","4","1","1","HN","2022","BGEM_Tall_late","0","1",409.070473548542
"MO17","1131","31","3","1","1","HN","2022","BGEM_Short_early","0","1",409.070473548542
"MO17","4187","37","4","4","2","HN","2022","BGEM_Tall_late",NA,NA,409.070473548542
"MO17","4155","5","4","4","2","HN","2022","BGEM_Short_late","0","1",409.070473548542
"MO17","4008","8","1","4","2","HN","2022","BGEM_Short_late","0","2",409.070473548542
"MO17","1342","42","7","1","1","HN","2022","BGEM_Short_late","0","1",409.070473548542
"MO17","1187","37","4","1","1","HN","2022","BGEM_Short_early","0","1",409.070473548542
"MO17","4057","7","2","4","2","HN","2022","BGEM_Short_late","0","2",409.070473548542
"PHB47 x PHK29","4378","28","8","4","2","HN","2022","Hybrid","0","1",478.023556194194
"PHB47 x PHK29","1590","40","12","1","1","HN","2022","Hybrid","0","2",478.023556194194
"PHB47 x PHW52","1524","24","11","1","1","HN","2022","Hybrid","0","2",385.055187910109
"PHG47 X PHZ51","4404","4","9","4","2","HN","2022","Hybrid","0","1",450.00690512792
"PHG86 x B73","1530","30","11","1","1","HN","2022","Hybrid","0","2",477.075859794259
"PHG86 x LHB2","1597","47","12","1","1","HN","2022","Hybrid","1","1.5",462.866156552845
"PHG86 x PHW52","1598","48","12","1","1","HN","2022","Hybrid","0","2",449.160038928742
"PHG86 x PHW52","1572","22","12","1","1","HN","2022","Hybrid","0","1",449.160038928742
"PHG86 x PHW52","4360","10","8","4","2","HN","2022","Hybrid","0","2",449.160038928742
"PHG89 x PHW52","1599","49","12","1","1","HN","2022","Hybrid","0","2",472.586622935152
"PHJ40 x PHW52","4366","16","8","4","2","HN","2022","Hybrid","0","1",430.509675114341
"PHJ40 x PHW52","1358","8","8","1","1","HN","2022","Hybrid","0","1",430.509675114341
"PHJ40 x PHW52","4367","17","8","4","2","HN","2022","Hybrid",NA,NA,430.509675114341
"PHJ40 x PHW52","1578","28","12","1","1","HN","2022","Hybrid","0","2",430.509675114341
"PHK29 x PHW52","1600","50","12","1","1","HN","2022","Hybrid","0","2",445.720419102913
"PHZ51 x LH123","4353","3","8","4","2","HN","2022","Hybrid","0","2",345.557219567431
"PHZ51 x LH123","1560","10","12","1","1","HN","2022","Hybrid","0","2",345.557219567431
"B73","3394","44","8","3","2","LN","2022","Hybrid","0","2",372.139423063904
"B73","2114","14","3","2","1","LN","2022","BGEM_Short_early","0","2",372.139423063904
"B73","3001","1","1","3","2","LN","2022","BGEM_Tall_early","0","1",372.139423063904
"B73","3131","31","3","3","2","LN","2022","BGEM_Short_late","0","2",372.139423063904
"B73","3245","45","5","3","2","LN","2022","BGEM_Short_early","0","1",372.139423063904
"B73","2386","36","8","2","1","LN","2022","Hybrid","0","1",372.139423063904
"B73","3441","41","9","3","2","LN","2022","Hybrid","0","2",372.139423063904
"B73","2016","16","1","2","1","LN","2022","BGEM_Short_early","0","2",372.139423063904
"B73","2082","32","2","2","1","LN","2022","BGEM_Tall_late","0","1",372.139423063904
"B73","3082","32","2","3","2","LN","2022","BGEM_Short_late","0","2",372.139423063904
"B73","3350","50","7","3","2","LN","2022","BGEM_Short_early","0","2",372.139423063904
"B73","3294","44","6","3","2","LN","2022","BGEM_Short_early","0","1",372.139423063904
"B73","2033","33","1","2","1","LN","2022","BGEM_Tall_late","0","1",372.139423063904
"B73","2180","30","4","2","1","LN","2022","BGEM_Tall_late","0","2",372.139423063904
"B73","3115","15","3","3","2","LN","2022","BGEM_Tall_early","0","2",372.139423063904
"B73","2343","43","7","2","1","LN","2022","BGEM_Tall_early","0","1",372.139423063904
"B73","2049","49","1","2","1","LN","2022","BGEM_Tall_late","0","1",372.139423063904
"B73","2131","31","3","2","1","LN","2022","BGEM_Tall_late","0","2",372.139423063904
"B73","3066","16","2","3","2","LN","2022","BGEM_Tall_early","0","1",372.139423063904
"B73","2147","47","3","2","1","LN","2022","BGEM_Tall_late","0","1",372.139423063904
"B73","3033","33","1","3","2","LN","2022","BGEM_Short_late","0","1",372.139423063904
"B73","3261","11","6","3","2","LN","2022","BGEM_Tall_late","0","2",372.139423063904
"B73","2317","17","7","2","1","LN","2022","BGEM_Short_late","0","1",372.139423063904
"B73","2203","3","5","2","1","LN","2022","BGEM_Short_late","0","1",372.139423063904
"B73","2286","36","6","2","1","LN","2022","BGEM_Tall_early",NA,NA,372.139423063904
"B73","3335","35","7","3","2","LN","2022","BGEM_Short_early","0","2",372.139423063904
"B73","3212","12","5","3","2","LN","2022","BGEM_Tall_late","0","2",372.139423063904
"B73","3147","47","3","3","2","LN","2022","BGEM_Short_late","0","2",372.139423063904
"B73","2398","48","8","2","1","LN","2022","Hybrid","0","2",372.139423063904
"B73","2237","37","5","2","1","LN","2022","BGEM_Tall_early","0","1",372.139423063904
"B73","3325","25","7","3","2","LN","2022","BGEM_Tall_late","0","1",372.139423063904
"B73","2162","12","4","2","1","LN","2022","BGEM_Short_early","0","1",372.139423063904
"B73","3017","17","1","3","2","LN","2022","BGEM_Tall_early","0","1",372.139423063904
"B73","2252","2","6","2","1","LN","2022","BGEM_Short_late","0","1",372.139423063904
"B73","2268","18","6","2","1","LN","2022","BGEM_Short_late","0","1",372.139423063904
"B73","3163","13","4","3","2","LN","2022","BGEM_Tall_early","0","1",372.139423063904
"B73","3278","28","6","3","2","LN","2022","BGEM_Short_early","0","2",372.139423063904
"B73","3196","46","4","3","2","LN","2022","BGEM_Short_early","0","1",372.139423063904
"B73","2327","27","7","2","1","LN","2022","BGEM_Tall_early","0","1",372.139423063904
"B73","3180","30","4","3","2","LN","2022","BGEM_Short_late","0","1",372.139423063904
"B73","2219","19","5","2","1","LN","2022","BGEM_Short_late","0","1",372.139423063904
"B73","2301","1","7","2","1","LN","2022","BGEM_Short_late","0","1",372.139423063904
"B73","3310","10","7","3","2","LN","2022","BGEM_Tall_late","0","1",372.139423063904
"B73","3049","49","1","3","2","LN","2022","BGEM_Short_late","0","2",372.139423063904
"B73","3098","48","2","3","2","LN","2022","BGEM_Short_late","0","1",372.139423063904
"B73","2065","15","2","2","1","LN","2022","BGEM_Short_early","0","2",372.139423063904
"B73","2098","48","2","2","1","LN","2022","BGEM_Tall_late","0","1",372.139423063904
"B73","3229","29","5","3","2","LN","2022","BGEM_Short_early","0","1",372.139423063904
"B73","2188","38","4","2","1","LN","2022","BGEM_Tall_early","0","1",372.139423063904
"B73 X Mo17","3572","22","12","3","2","LN","2022","Hybrid","0","1",354.171857644205
"B73 X Mo17","3566","16","12","3","2","LN","2022","Hybrid","0","2",354.171857644205
"B73 X Mo17","3548","48","11","3","2","LN","2022","Hybrid","0","1",354.171857644205
"B73 X Mo17","3536","36","11","3","2","LN","2022","Hybrid","0","2",354.171857644205
"B73 X Mo17","3524","24","11","3","2","LN","2022","Hybrid","0","2",354.171857644205
"B73 X Mo17","3530","30","11","3","2","LN","2022","Hybrid","0","1",354.171857644205
"B73 X Mo17","3512","12","11","3","2","LN","2022","Hybrid","0","2",354.171857644205
"B73 X Mo17","3366","16","8","3","2","LN","2022","Hybrid","0","2",354.171857644205
"B73 X Mo17","3554","4","12","3","2","LN","2022","Hybrid","0","2",354.171857644205
"B73 X Mo17","3578","28","12","3","2","LN","2022","Hybrid","1","1.5",354.171857644205
"B73 X Mo17","3560","10","12","3","2","LN","2022","Hybrid","0","2",354.171857644205
"B73 X Mo17","3584","34","12","3","2","LN","2022","Hybrid","0","1",354.171857644205
"B73 X Mo17","3518","18","11","3","2","LN","2022","Hybrid","0","2",354.171857644205
"B73 X Mo17","3542","42","11","3","2","LN","2022","Hybrid","0","2",354.171857644205
"BGEM-0001-N","2338","38","7","2","1","LN","2022","BGEM_Tall_early","0","2",305.224587114165
"BGEM-0001-N","3151","1","4","3","2","LN","2022","BGEM_Tall_early","0","2",305.224587114165
"BGEM-0002-N","3152","2","4","3","2","LN","2022","BGEM_Tall_early","0","2",309.7941412634
"BGEM-0002-N","2339","39","7","2","1","LN","2022","BGEM_Tall_early",NA,NA,309.7941412634
"BGEM-0002-N X B73","2380","30","8","2","1","LN","2022","Hybrid","0","1",296.057857680617
"BGEM-0002-N X B73","3368","18","8","3","2","LN","2022","Hybrid","0","1",296.057857680617
"BGEM-0003-N","3274","24","6","3","2","LN","2022","BGEM_Tall_late","0","1",312.498450287029
"BGEM-0003-N","2136","36","3","2","1","LN","2022","BGEM_Tall_late","0","1",312.498450287029
"BGEM-0003-N X B73","2383","33","8","2","1","LN","2022","Hybrid","0","1",301.893943389165
"BGEM-0003-N X B73","3374","24","8","3","2","LN","2022","Hybrid","0","2",301.893943389165
"BGEM-0004-N","3136","36","3","3","2","LN","2022","BGEM_Short_late","0","2",303.624029820712
"BGEM-0004-N","2273","23","6","2","1","LN","2022","BGEM_Short_late","0","2",303.624029820712
"BGEM-0004-N X B73","2376","26","8","2","1","LN","2022","Hybrid","0","2",314.72085968959
"BGEM-0004-N X B73","3425","25","9","3","2","LN","2022","Hybrid","0","2",314.72085968959
"BGEM-0005-N","3159","9","4","3","2","LN","2022","BGEM_Tall_early","0","2",324.799510932063
"BGEM-0005-N","2346","46","7","2","1","LN","2022","BGEM_Tall_early","0","2",324.799510932063
"BGEM-0005-N X B73","3403","3","9","3","2","LN","2022","Hybrid","0","1",312.492048563723
"BGEM-0005-N X B73","2423","23","9","2","1","LN","2022","Hybrid","0","2",312.492048563723
"BGEM-0006-S","2347","47","7","2","1","LN","2022","BGEM_Tall_early","0","2",314.876131327832
"BGEM-0006-S","3160","10","4","3","2","LN","2022","BGEM_Tall_early","0","1",314.876131327832
"BGEM-0006-S X Mo17","3492","42","10","3","2","LN","2022","Hybrid","0","1",309.98341208376
"BGEM-0006-S X Mo17","2583","33","12","2","1","LN","2022","Hybrid","0","2",309.98341208376
"BGEM-0007-S","3008","8","1","3","2","LN","2022","BGEM_Tall_early","0","1",336.802181193657
"BGEM-0007-S","2195","45","4","2","1","LN","2022","BGEM_Tall_early","0","1",336.802181193657
"BGEM-0008-S","2003","3","1","2","1","LN","2022","BGEM_Short_early","0","1",283.350225821821
"BGEM-0008-S","3191","41","4","3","2","LN","2022","BGEM_Short_early","0","1",283.350225821821
"BGEM-0010-S","2053","3","2","2","1","LN","2022","BGEM_Short_early","0","2",302.195977177562
"BGEM-0010-S","3241","41","5","3","2","LN","2022","BGEM_Short_early","0","1",302.195977177562
"BGEM-0010-S X Mo17","3591","41","12","3","2","LN","2022","Hybrid","0","1",305.118804813989
"BGEM-0010-S X Mo17","2556","6","12","2","1","LN","2022","Hybrid","0","2",305.118804813989
"BGEM-0011-S","2092","42","2","2","1","LN","2022","BGEM_Tall_late","0","2",337.75698117549
"BGEM-0011-S","3255","5","6","3","2","LN","2022","BGEM_Tall_late","0","2",337.75698117549
"BGEM-0011-S X Mo17","3481","31","10","3","2","LN","2022","Hybrid","1","1.5",313.366322915586
"BGEM-0011-S X Mo17","2478","28","10","2","1","LN","2022","Hybrid","0","2",313.366322915586
"BGEM-0012-S","3284","34","6","3","2","LN","2022","BGEM_Short_early","0","1",354.825765491954
"BGEM-0012-S","2071","21","2","2","1","LN","2022","BGEM_Short_early","0","1",354.825765491954
"BGEM-0012-S X Mo17","2569","19","12","2","1","LN","2022","Hybrid","0","2",331.210902047957
"BGEM-0012-S X Mo17","3502","2","11","3","2","LN","2022","Hybrid","0","2",331.210902047957
"BGEM-0013-S","3282","32","6","3","2","LN","2022","BGEM_Short_early","0","1",354.255382762214
"BGEM-0013-S","2069","19","2","2","1","LN","2022","BGEM_Short_early","0","2",354.255382762214
"BGEM-0014-S","2080","30","2","2","1","LN","2022","BGEM_Tall_late","0","1",308.243499433319
"BGEM-0014-S","3218","18","5","3","2","LN","2022","BGEM_Tall_late","0","2",308.243499433319
"BGEM-0014-S X Mo17","2511","11","11","2","1","LN","2022","Hybrid","0","2",317.497521307178
"BGEM-0014-S X Mo17","3487","37","10","3","2","LN","2022","Hybrid","0","1",317.497521307178
"BGEM-0015-S","3169","19","4","3","2","LN","2022","BGEM_Tall_late","1","1.6",309.904154733495
"BGEM-0015-S","2031","31","1","2","1","LN","2022","BGEM_Tall_late","0","2",309.904154733495
"BGEM-0015-S X Mo17","2504","4","11","2","1","LN","2022","Hybrid","0","2",301.774935681038
"BGEM-0015-S X Mo17","3493","43","10","3","2","LN","2022","Hybrid","0","1",301.774935681038
"BGEM-0018-S","3119","19","3","3","2","LN","2022","BGEM_Tall_early","0","2",332.554107950132
"BGEM-0018-S","2331","31","7","2","1","LN","2022","BGEM_Tall_early","0","1",332.554107950132
"BGEM-0019-S","2178","28","4","2","1","LN","2022","BGEM_Tall_late","0","2",340.156850944082
"BGEM-0019-S","3316","16","7","3","2","LN","2022","BGEM_Tall_late","0","1",340.156850944082
"BGEM-0019-S X Mo17","3471","21","10","3","2","LN","2022","Hybrid","0","1",313.204689715514
"BGEM-0019-S X Mo17","2507","7","11","2","1","LN","2022","Hybrid","0","2",313.204689715514
"BGEM-0020-S","3199","49","4","3","2","LN","2022","BGEM_Short_early","0","1",341.728829417078
"BGEM-0020-S","2011","11","1","2","1","LN","2022","BGEM_Short_early","0","1",341.728829417078
"BGEM-0021-S","2183","33","4","2","1","LN","2022","BGEM_Tall_late","0","2",330.47480949312
"BGEM-0021-S","3321","21","7","3","2","LN","2022","BGEM_Tall_late","0","1",330.47480949312
"BGEM-0021-S X Mo17","3589","39","12","3","2","LN","2022","Hybrid","0","1",328.302550302759
"BGEM-0021-S X Mo17","2471","21","10","2","1","LN","2022","Hybrid","0","1",328.302550302759
"BGEM-0022-S","3096","46","2","3","2","LN","2022","BGEM_Short_late","0","1",327.628500177053
"BGEM-0022-S","2258","8","6","2","1","LN","2022","BGEM_Short_late","0","1",327.628500177053
"BGEM-0022-S X Mo17","2594","44","12","2","1","LN","2022","Hybrid","0","2",299.207008277927
"BGEM-0022-S X Mo17","3582","32","12","3","2","LN","2022","Hybrid","0","1",299.207008277927
"BGEM-0023-S","2072","22","2","2","1","LN","2022","BGEM_Short_early","0","1",349.625612779731
"BGEM-0023-S","3285","35","6","3","2","LN","2022","BGEM_Short_early","0","1",349.625612779731
"BGEM-0023-S X Mo17","3573","23","12","3","2","LN","2022","Hybrid","0","1",338.983358126857
"BGEM-0023-S X Mo17","2540","40","11","2","1","LN","2022","Hybrid","0","2",338.983358126857
"BGEM-0024-S","3281","31","6","3","2","LN","2022","BGEM_Short_early","0","1",315.924706060466
"BGEM-0024-S","2068","18","2","2","1","LN","2022","BGEM_Short_early","0","2",315.924706060466
"BGEM-0024-S X Mo17","2586","36","12","2","1","LN","2022","Hybrid","0","2",308.260850027118
"BGEM-0024-S X Mo17","3523","23","11","3","2","LN","2022","Hybrid","0","2",308.260850027118
"BGEM-0025-S","3065","15","2","3","2","LN","2022","BGEM_Tall_early","0","1",302.605329377562
"BGEM-0025-S","2277","27","6","2","1","LN","2022","BGEM_Tall_early","0","2",302.605329377562
"BGEM-0026-S","3036","36","1","3","2","LN","2022","BGEM_Short_late","0","2",313.162172708696
"BGEM-0026-S","2173","23","4","2","1","LN","2022","BGEM_Short_late","0","2",313.162172708696
"BGEM-0026-S X Mo17","3453","3","10","3","2","LN","2022","Hybrid","0","1",312.962371336694
"BGEM-0026-S X Mo17","2531","31","11","2","1","LN","2022","Hybrid","0","2",312.962371336694
"BGEM-0027-S","2100","50","2","2","1","LN","2022","BGEM_Tall_late","0","1",331.986557199037
"BGEM-0027-S","3263","13","6","3","2","LN","2022","BGEM_Tall_late","0","2",331.986557199037
"BGEM-0027-S X Mo17","3586","36","12","3","2","LN","2022","Hybrid","0","1",312.574379059655
"BGEM-0027-S X Mo17","2526","26","11","2","1","LN","2022","Hybrid","0","1",312.574379059655
"BGEM-0028-S","3097","47","2","3","2","LN","2022","BGEM_Short_late","0","1",326.151091815993
"BGEM-0028-S","2259","9","6","2","1","LN","2022","BGEM_Short_late","0","1",326.151091815993
"BGEM-0028-S X Mo17","2499","49","10","2","1","LN","2022","Hybrid","0","1",308.014767790193
"BGEM-0028-S X Mo17","3581","31","12","3","2","LN","2022","Hybrid","0","1",308.014767790193
"BGEM-0029-S","3094","44","2","3","2","LN","2022","BGEM_Short_late","0","1",330.531363225788
"BGEM-0029-S","2256","6","6","2","1","LN","2022","BGEM_Short_late","0","1",330.531363225788
"BGEM-0029-S X Mo17","3459","9","10","3","2","LN","2022","Hybrid","0","1",318.15904176997
"BGEM-0029-S X Mo17","2519","19","11","2","1","LN","2022","Hybrid","0","2",318.15904176997
"BGEM-0030-S","2104","4","3","2","1","LN","2022","BGEM_Short_early","0","2",318.763745279943
"BGEM-0030-S","3292","42","6","3","2","LN","2022","BGEM_Short_early","0","1",318.763745279943
"BGEM-0030-S X Mo17","3592","42","12","3","2","LN","2022","Hybrid","0","1",322.456957329561
"BGEM-0030-S X Mo17","2580","30","12","2","1","LN","2022","Hybrid","0","2",322.456957329561
"BGEM-0031-S","3114","14","3","3","2","LN","2022","BGEM_Tall_early","0","2",333.920693235978
"BGEM-0031-S","2326","26","7","2","1","LN","2022","BGEM_Tall_early","0","2",333.920693235978
"BGEM-0032-S","2013","13","1","2","1","LN","2022","BGEM_Short_early","0","1",324.483786401799
"BGEM-0032-S","3226","26","5","3","2","LN","2022","BGEM_Short_early","0","2",324.483786401799
"BGEM-0032-S X Mo17","3503","3","11","3","2","LN","2022","Hybrid","0","2",318.22819973084
"BGEM-0032-S X Mo17","2523","23","11","2","1","LN","2022","Hybrid","0","2",318.22819973084
"BGEM-0033-S","3313","13","7","3","2","LN","2022","BGEM_Tall_late","0","1",352.162471921563
"BGEM-0033-S","2150","50","3","2","1","LN","2022","BGEM_Tall_late","0","1",352.162471921563
"BGEM-0033-S X Mo17","3504","4","11","3","2","LN","2022","Hybrid","0","2",309.968905026456
"BGEM-0033-S X Mo17","2485","35","10","2","1","LN","2022","Hybrid","0","1",309.968905026456
"BGEM-0034-S","2316","16","7","2","1","LN","2022","BGEM_Short_late","0","1",306.749456426573
"BGEM-0034-S","3179","29","4","3","2","LN","2022","BGEM_Short_late","0","1",306.749456426573
"BGEM-0034-S X Mo17","2529","29","11","2","1","LN","2022","Hybrid","0","2",312.867621014723
"BGEM-0034-S X Mo17","3475","25","10","3","2","LN","2022","Hybrid","0","2",312.867621014723
"BGEM-0035-S","2208","8","5","2","1","LN","2022","BGEM_Short_late",NA,NA,321.418444235623
"BGEM-0035-S","3046","46","1","3","2","LN","2022","BGEM_Short_late","0","2",321.418444235623
"BGEM-0035-S X Mo17","2574","24","12","2","1","LN","2022","Hybrid","0","1",320.884763940851
"BGEM-0035-S X Mo17","3579","29","12","3","2","LN","2022","Hybrid","0","1",320.884763940851
"BGEM-0036-S","2210","10","5","2","1","LN","2022","BGEM_Short_late","0","1",318.287120741871
"BGEM-0036-S","3048","48","1","3","2","LN","2022","BGEM_Short_late","0","2",318.287120741871
"BGEM-0036-S X Mo17","3501","1","11","3","2","LN","2022","Hybrid","0","2",308.257122183809
"BGEM-0036-S X Mo17","2558","8","12","2","1","LN","2022","Hybrid","0","2",308.257122183809
"BGEM-0037-S","2061","11","2","2","1","LN","2022","BGEM_Short_early","0","1",336.832664330637
"BGEM-0037-S","3249","49","5","3","2","LN","2022","BGEM_Short_early","0","1",336.832664330637
"BGEM-0038-N","3256","6","6","3","2","LN","2022","BGEM_Tall_late","0","2",304.295310984298
"BGEM-0038-N","2093","43","2","2","1","LN","2022","BGEM_Tall_late","0","1",304.295310984298
"BGEM-0038-N X B73","2371","21","8","2","1","LN","2022","Hybrid","0","1",339.791499470794
"BGEM-0038-N X B73","3399","49","8","3","2","LN","2022","Hybrid","0","1",339.791499470794
"BGEM-0039-N","3227","27","5","3","2","LN","2022","BGEM_Short_early","0","1",308.44305066983
"BGEM-0039-N","2014","14","1","2","1","LN","2022","BGEM_Short_early","0","1",308.44305066983
"BGEM-0039-N X B73","2385","35","8","2","1","LN","2022","Hybrid","0","1",312.694123359399
"BGEM-0039-N X B73","3362","12","8","3","2","LN","2022","Hybrid","0","2",312.694123359399
"BGEM-0040-N","2109","9","3","2","1","LN","2022","BGEM_Short_early","0","2",309.860557185258
"BGEM-0040-N","3297","47","6","3","2","LN","2022","BGEM_Short_early","0","1",309.860557185258
"BGEM-0040-N X B73","2395","45","8","2","1","LN","2022","Hybrid","0","2",297.156151043783
"BGEM-0040-N X B73","3415","15","9","3","2","LN","2022","Hybrid","0","1",297.156151043783
"BGEM-0041-S","3102","2","3","3","2","LN","2022","BGEM_Tall_early","0","2",320.134482449842
"BGEM-0041-S","2289","39","6","2","1","LN","2022","BGEM_Tall_early","0","1",320.134482449842
"BGEM-0042-S","2324","24","7","2","1","LN","2022","BGEM_Short_late","0","1",317.382437195841
"BGEM-0042-S","3187","37","4","3","2","LN","2022","BGEM_Short_late","0","2",317.382437195841
"BGEM-0043-S","3208","8","5","3","2","LN","2022","BGEM_Tall_late","0","2",329.114467804299
"BGEM-0043-S","2045","45","1","2","1","LN","2022","BGEM_Tall_late","0","2",329.114467804299
"BGEM-0043-S X Mo17","3559","9","12","3","2","LN","2022","Hybrid","0","2",334.130851274716
"BGEM-0043-S X Mo17","2573","23","12","2","1","LN","2022","Hybrid","0","2",334.130851274716
"BGEM-0044-S","2345","45","7","2","1","LN","2022","BGEM_Tall_early","0","2",334.915281305332
"BGEM-0044-S","3158","8","4","3","2","LN","2022","BGEM_Tall_early","0","2",334.915281305332
"BGEM-0044-S X Mo17","2546","46","11","2","1","LN","2022","Hybrid","0","2",333.128265873481
"BGEM-0044-S X Mo17","3485","35","10","3","2","LN","2022","Hybrid","0","1",333.128265873481
"BGEM-0045-N","3016","16","1","3","2","LN","2022","BGEM_Tall_early","0","1",305.740967033138
"BGEM-0045-N","2228","28","5","2","1","LN","2022","BGEM_Tall_early","0","1",305.740967033138
"BGEM-0045-N X B73","2387","37","8","2","1","LN","2022","Hybrid","0","1",339.207147495693
"BGEM-0045-N X B73","3449","49","9","3","2","LN","2022","Hybrid","0","1",339.207147495693
"BGEM-0046-N","2246","46","5","2","1","LN","2022","BGEM_Tall_early","0","1",330.227537775133
"BGEM-0046-N","3059","9","2","3","2","LN","2022","BGEM_Tall_early","0","1",330.227537775133
"BGEM-0046-N X B73","2422","22","9","2","1","LN","2022","Hybrid","0","1",298.575441512271
"BGEM-0046-N X B73","3421","21","9","3","2","LN","2022","Hybrid","0","2",298.575441512271
"BGEM-0047-S","2007","7","1","2","1","LN","2022","BGEM_Short_early","0","2",342.688149035314
"BGEM-0047-S","3195","45","4","3","2","LN","2022","BGEM_Short_early","0","1",342.688149035314
"BGEM-0047-S X Mo17","3588","38","12","3","2","LN","2022","Hybrid","0","1",325.997303243089
"BGEM-0047-S X Mo17","2577","27","12","2","1","LN","2022","Hybrid","0","1",325.997303243089
"BGEM-0048-S","2204","4","5","2","1","LN","2022","BGEM_Short_late","0","1",305.706456343553
"BGEM-0048-S","3042","42","1","3","2","LN","2022","BGEM_Short_late","0","2",305.706456343553
"BGEM-0048-S X Mo17","2588","38","12","2","1","LN","2022","Hybrid","0","2",323.279995815761
"BGEM-0048-S X Mo17","3469","19","10","3","2","LN","2022","Hybrid","0","1",323.279995815761
"BGEM-0049-S","2193","43","4","2","1","LN","2022","BGEM_Tall_early","0","1",337.44467351467
"BGEM-0049-S","3006","6","1","3","2","LN","2022","BGEM_Tall_early","0","1",337.44467351467
"BGEM-0049-S X Mo17","3509","9","11","3","2","LN","2022","Hybrid","0","2",309.670022197356
"BGEM-0049-S X Mo17","2565","15","12","2","1","LN","2022","Hybrid","0","1",309.670022197356
"BGEM-0050-S","3296","46","6","3","2","LN","2022","BGEM_Short_early","0","1",304.881465054547
"BGEM-0050-S","2108","8","3","2","1","LN","2022","BGEM_Short_early","0","1",304.881465054547
"BGEM-0050-S X Mo17","3583","33","12","3","2","LN","2022","Hybrid","0","1",305.134141171386
"BGEM-0050-S X Mo17","2561","11","12","2","1","LN","2022","Hybrid","0","1",305.134141171386
"BGEM-0051-S","3252","2","6","3","2","LN","2022","BGEM_Tall_late","0","2",334.715340204896
"BGEM-0051-S","2089","39","2","2","1","LN","2022","BGEM_Tall_late","0","1",334.715340204896
"BGEM-0051-S X Mo17","2551","1","12","2","1","LN","2022","Hybrid","0","2",277.002481833624
"BGEM-0051-S X Mo17","3461","11","10","3","2","LN","2022","Hybrid","0","1",277.002481833624
"BGEM-0052-S","2134","34","3","2","1","LN","2022","BGEM_Tall_late","0","1",313.838075835671
